,userId,gender,item,rating,review,helpfulness,timestamp,category
3197,7636,F,MyPoints.com,5.0,What a Great Site!,6.0,121499,Online Stores & Services
3199,7636,F,Galaxy Quest,4.0,Hee! Great Humor!,5.0,123199,Movies
3310,14644,M,Taco Bell,4.0,How can Taco Bell run out of meat ?,3.0,41202,Restaurants & Gourmet
3311,14644,M,eBay,5.0,The Most Addictive Site,4.0,41300,Online Stores & Services
3312,14644,F,"South Park: Bigger, Longer & Uncut",5.0,Uh-oh ... :),4.0,41300,Movies
3313,14644,M,Sleepy Hollow,5.0,High Jump Factor,4.0,41300,Movies
3317,14644,M,American Pie,5.0,And This One Time At Band Camp,6.0,41400,Movies
3318,14644,M,Blue's Clues,5.0,I'm How Old And Still Enjoy This ?,6.0,41700,Kids & Family
3319,14644,M,Shrek,5.0,SHREK !,4.0,62301,Movies
3320,14644,M,X-Men,5.0,Surprisingly Good,6.0,80500,Movies
3338,13322,M,Galaxy Quest,4.0,Campy good fun,5.0,11800,Movies
3339,13322,M,Sixth Sense,5.0,"A tense, chilling stunner",4.0,20700,Movies
3340,13322,M,Sleepy Hollow,4.0,The Horseman rides!,3.0,21000,Movies
3341,13322,F,Erin Brockovich,4.0,Erin Brockovich: She's got a mouth on her,4.0,40800,Movies
3342,13322,M,Mission: Impossible II,2.0,Big Cartoonie Show,3.0,62400,Movies
3343,13322,M,X-Men,4.0,A very enjoyable adaptation of a comic-book classic,5.0,72100,Movies
3344,13322,F,Perfect Storm,3.0,"Gripping and exciting, but ultimately inconsequential",4.0,73100,Movies
3345,13322,M,Unbreakable,4.0,Shyamalan hits again with Unbreakable,3.0,112700,Movies
3346,13322,F,Green Mile,4.0,"Long, but worth the ride",3.0,122199,Movies
3347,13322,F,Toy Story 2,4.0,Worth seeing -- for kids and adults,5.0,122199,Movies
3348,13322,M,"South Park: Bigger, Longer & Uncut",4.0,"Unimaginably rude, crude -- and hilarious",5.0,122799,Movies
3349,13322,F,Star Wars Episode I: The Phantom Menace,3.0,Not as good as it should have been,4.0,123099,Movies
3376,117,M,Final Fantasy VIII for PlayStation 1,4.0,Sephiroth...prepare to die! ,4.0,20700,Games
3377,117,F,Shrek,5.0,Shrek. Best creation for Kids and Adults,6.0,52101,Movies
3378,117,M,Dogma,5.0,Snootch to tha nooch,6.0,62000,Movies
3379,117,M,Green Mile,5.0,A Movie of murder and miracles.,6.0,62400,Movies
3380,117,M,Perfect Storm,3.0,"Hurricanes and Stranded sea vessels, sounds like fun!",4.0,70800,Movies
3381,117,M,Scream 3,4.0,"Above Average Movie, Excellent DVD.",3.0,82400,Movies
3382,117,F,Scream 3,4.0,"Above Average Movie, Excellent DVD.",5.0,82400,Movies
3414,8367,F,Fight Club,5.0,I am Jack's 552nd review of Fight Club,4.0,30802,Movies
3416,8367,F,Galaxy Quest,4.0,"Finally, a space comedy worth watching",3.0,73000,Movies
3418,8367,M,Dogma,4.0,Kevin's Catholic Crusade,4.0,90200,Movies
3419,8367,M,Blair Witch Project,4.0,Never given...,3.0,91900,Movies
3421,8367,M,American Pie,3.0,"Not as crude as I thought, but it also wasn't as funny",3.0,101100,Movies
3422,8367,F,Being John Malkovich,4.0,Take a trip into an actors mind...literally,5.0,102500,Movies
3423,8367,F,Sixth Sense,4.0,M. Night Shayamalan; we hardly knew ye,4.0,110800,Movies
3424,8367,M,FOX,5.0,Boston Public,4.0,111300,Media
3425,8367,M,X-Men,4.0,This Aussie sure knows how to astound,3.0,111400,Movies
3462,2069,M,AOL (America Online),5.0,aol 5.o the way to go,4.0,30300,Online Stores & Services
3463,2069,M,Blue's Clues,5.0,A Clue ...A Clue!,6.0,30300,Kids & Family
3464,2069,F,Blue Mountain Arts eCards,4.0,WOW- there are a lot of reasons to send a card,3.0,31300,Online Stores & Services
3465,2069,F,All Advantage,4.0,Definitely worth 50 cents an hour to download!,3.0,31800,Online Stores & Services
3466,2069,F,Sixth Sense,5.0,I think This should have been &quot;R&quot; rated,5.0,32100,Movies
3467,2069,F,StartSampling.Com,3.0,have gotten my samples; was lucky!,4.0,32400,Online Stores & Services
3468,2069,F,Blair Witch Project,4.0,How about REWIND to see the map!,3.0,72500,Movies
3469,2069,M,FreeRide.com,5.0,Free Ride- your way to FREE Gift Certificates!,4.0,90500,Online Stores & Services
3470,2069,F,Erin Brockovich,5.0,BRA-vo for Brocko-*ITCH,5.0,123000,Movies
3557,1100,F,Las Vegas,4.0,Don't stay in your room - go out and enjoy!,3.0,12200,Hotels & Travel
3558,1100,F,New York City,4.0,Welcome to the City (rewritten),5.0,12200,Hotels & Travel
3559,1100,M,All Advantage,5.0,Too Easy to do!,4.0,12300,Online Stores & Services
3560,1100,M,AOL (America Online),4.0,A good service,5.0,12400,Online Stores & Services
3562,1100,M,MyPoints.com,5.0,Who can say no to free stuff?,5.0,31400,Online Stores & Services
3563,1100,F,PayPal,5.0,"for e auction junkies, PayPal is a great addition",6.0,40600,Personal Finance
3564,1100,M,FreeRide.com,5.0,I'm a dork for not doing this sooner!,5.0,41200,Online Stores & Services
3565,1100,F,Wendy's,4.0,Like Burgers? Eat Here. Don't Like Burgers? Eat Here.,3.0,41801,Restaurants & Gourmet
3566,1100,F,Outback Steakhouse,3.0,Poor service and boring food... sounds great huh?,3.0,52100,Restaurants & Gourmet
3568,1100,F,Olive Garden,2.0,"This is Italian? Um, I don't think so!",3.0,70800,Restaurants & Gourmet
3571,1100,F,Taco Bell,3.0,A Quick Bite To Eat On-Campus? It's Not Quick Here!,4.0,101200,Restaurants & Gourmet
3643,13823,F,Toy Story 2,5.0,Give Me A Woody Any Time,5.0,11500,Movies
3645,13823,F,Green Mile,4.0,Tom Hanks Does It Again,3.0,11500,Movies
3647,13823,M,Austin Powers: The Spy Who Shagged Me,5.0,"Yeah Baby, Yeah!!",6.0,11500,Movies
3648,13823,M,American Pie,5.0,Too Bad It Don't Taste Like Warm Apple Pie,6.0,11500,Movies
3649,13823,M,Southwest Airlines,4.0,Get there but for cheaper,3.0,11600,Hotels & Travel
3659,14518,F,Galaxy Quest,5.0,"So cool, It's out of this GALAXY....",4.0,10900,Movies
3660,14518,F,Sixth Sense,5.0,Bruce Willis has a &quot;Sixth Sense&quot; for gripping films!,4.0,11000,Movies
3661,14518,F,Taco Bell,5.0,Taco Bell--The Creme De La Creme of Fast Food,6.0,12700,Restaurants & Gourmet
3662,14518,M,Scream 3,5.0,Scream 3: Liv-er alone!,4.0,20500,Movies
3663,14518,M,Olive Garden,4.0,Tastey Italian Food at A Price You Can Handle,3.0,21100,Restaurants & Gourmet
3666,14518,M,eBay,5.0,An Action Figure Collector's Seventh Heaven,4.0,31200,Online Stores & Services
3668,14518,M,Being John Malkovich,5.0,Would You Pay Money to See the World Thru Malkovich's Eyes?,4.0,52100,Movies
3669,14518,F,Mission: Impossible II,4.0,"A Beautiful Ballet of Kicks, Blasts and Firepower",5.0,52800,Movies
3670,14518,F,American Beauty,5.0,&quot;American Beauty&quot; Tops TJ's List of Father's Day Gift Ideas,5.0,60400,Movies
3671,14518,F,Perfect Storm,5.0,The Perfect Summer Movie?,4.0,70300,Movies
3672,14518,F,Scary Movie,4.0,It should be called 'Hilarious Movie' instead...,3.0,70800,Movies
3673,14518,F,Burger King,4.0,GEW: The perfect cure for the late night munchies,5.0,71000,Restaurants & Gourmet
3674,14518,F,X-Men,5.0,"The little kid in me found 'X-Men' so good, it's 'Uncanny'",6.0,71600,Movies
3798,5071,F,Blue Mountain Arts eCards,5.0,I use it all the time!,5.0,12000,Online Stores & Services
3799,5071,F,AOL (America Online),5.0,I wouldnt have Anything Else but AOL,6.0,12000,Online Stores & Services
3800,5071,M,eBay,5.0,WE have to make money!,6.0,12400,Online Stores & Services
3801,5071,F,Southwest Airlines,5.0,Flying you can count on,6.0,12700,Hotels & Travel
3802,5071,M,PayPal,4.0,better than paying for a merchant account for website ....,5.0,42900,Personal Finance
3803,5071,M,PayPal,3.0,Not what it used to be in the beginning,4.0,113000,Personal Finance
3834,14586,F,Blue Mountain Arts eCards,5.0,Top of the mountain in E-cards,4.0,12200,Online Stores & Services
3836,14586,F,McDonald's,3.0,McHeaven,3.0,40101,Restaurants & Gourmet
3837,14586,F,Erin Brockovich,5.0,Another bravo for Julia!,5.0,40400,Movies
3838,14586,M,Olive Garden,4.0,Italian and good!!,4.0,40800,Restaurants & Gourmet
3840,14586,F,Taco Bell,3.0,Taco Bell equals Mexican Heaven!,4.0,51700,Restaurants & Gourmet
3841,14586,M,MyPoints.com,4.0,Something for nothing!,4.0,71500,Online Stores & Services
3851,10779,M,eBay,3.0,Use it all the time,3.0,12500,Online Stores & Services
3853,10779,F,Toy Story 2,5.0,An AWESOME movie for ALL ages,5.0,12500,Movies
3854,10779,M,All Advantage,4.0,My check was $30.06. Works for me!,4.0,12500,Online Stores & Services
3856,10779,M,Austin Powers: The Spy Who Shagged Me,5.0,"Let's hop on the good foot, and do the bad thing!",4.0,12500,Movies
3860,7891,M,All Advantage,5.0,A ReVoLuTion in Surfing,4.0,11500,Online Stores & Services
3865,7891,M,FOX,4.0,FoX a Public Broadcast association,5.0,12500,Media
3868,7891,M,eBay,4.0,The guy said he was selling a kidney,4.0,30300,Online Stores & Services
3869,7891,M,NetZero,4.0,Save yourself a good 20 bucks,3.0,32501,Online Stores & Services
3908,10628,M,Blue's Clues,4.0,"Salt and Pepper and Paprika, too!",4.0,20500,Kids & Family
3909,10628,M,Blue Mountain Arts eCards,5.0,Go tell it (about) the mountain!,5.0,20700,Online Stores & Services
3910,10628,F,AOL (America Online),3.0,The AOL Controversy: Good or Bad?,3.0,31300,Online Stores & Services
3911,10628,F,Gladiator,4.0,Panis et Circenses,4.0,50700,Movies
3912,10628,M,Outback Steakhouse,5.0,Should've Been 20%,4.0,51500,Restaurants & Gourmet
3913,10628,M,Mission: Impossible II,2.0,?This is not Mission Difficult...It is Mission Impossible.&quot;,3.0,52700,Movies
3915,10628,M,McDonald's,3.0,Mac and Don?s,3.0,70800,Restaurants & Gourmet
3916,10628,M,Burger King,4.0,"GEW: Burgers, Burgers Everywhere but not a Bite to Eat?",4.0,70900,Restaurants & Gourmet
3917,10628,F,Patriot,5.0,The Patriot: A Modern Braveheart,5.0,71100,Movies
3920,10628,M,eBay,5.0,Ebay My Way (Revised and Rewritten),5.0,82500,Online Stores & Services
3921,10628,F,PayPal,5.0,"My Pal, Your Pal, PayPal",4.0,100900,Personal Finance
3924,7992,M,Being John Malkovich,5.0,The Ride of Your Life....&quot;Being John Malkovich&quot;,4.0,50600,Movies
3925,7992,M,Galaxy Quest,5.0,"Despite my reservations, I give Galaxy Quest a &quot;Thumbs UP!&quot;",6.0,50600,Movies
3926,7992,F,Sixth Sense,5.0,One of the Best Movies I have ever seen twice!,6.0,50600,Movies
3927,7992,F,Wendy's,5.0,As far as Fast Food/Drive-Thru goes - Wendys is #1!,5.0,51700,Restaurants & Gourmet
3928,7992,M,NetZero,4.0,Netzero is a fairly reliable free ISP ,5.0,62100,Online Stores & Services
3930,7992,F,FreeRide.com,5.0,FreeRide is the first Point Program I did and I Love it,5.0,62500,Online Stores & Services
3932,7992,M,Green Mile,5.0,The ONLY movie that has ever kept my interest for 3.5 hours!,4.0,71100,Movies
3933,7992,M,Erin Brockovich,5.0,A Whole New Persona for Julia Roberts...,6.0,82300,Movies
3934,7992,F,How the Grinch Stole Christmas,5.0,"My husband and I watched this, I gave it Thumbs Up, He Thumbs Down.....",6.0,120901,Movies
3979,11129,M,Taco Bell,5.0,Tired Of The Burgers?,6.0,11703,Restaurants & Gourmet
3980,11129,M,AOL (America Online),5.0,This Is The Way I Connect To The World!,4.0,32502,Online Stores & Services
3981,11129,F,Burger King,5.0,A Great Family Place To Eat.,4.0,41402,Restaurants & Gourmet
3984,11129,F,MyPoints.com,5.0,"My Points, My Points, Love My Points",6.0,71401,Online Stores & Services
3985,11129,F,eBay,5.0,My Virgin Buy at Ebay,5.0,81404,Online Stores & Services
3986,11129,M,PayPal,5.0,Looking for an online payment place?  Consider using Pay Pal.,6.0,92801,Personal Finance
3987,11129,F,Blue Mountain Arts eCards,5.0,Come here to get a great card for your loved one or friend!,6.0,110601,Online Stores & Services
4097,4154,F,StartSampling.Com,5.0,I love startsampling.com,6.0,52500,Online Stores & Services
4098,4154,M,AOL (America Online),5.0,I love it!,4.0,53000,Online Stores & Services
4099,4154,M,Burger King,4.0,King of BURGERS...not fries,5.0,53100,Restaurants & Gourmet
4100,4154,F,McDonald's,4.0,I like it,3.0,53100,Restaurants & Gourmet
4101,4154,M,Wendy's,4.0,Raw burgers?,4.0,60500,Restaurants & Gourmet
4102,4154,F,Taco Bell,5.0,I want some Taco Bell!,4.0,60500,Restaurants & Gourmet
4103,4154,M,Blue's Clues,5.0,We love Blue!,4.0,60600,Kids & Family
4106,4154,M,Subway,5.0,On a diet? Try SUBWAY!!,6.0,121400,Restaurants & Gourmet
4125,9425,M,Erin Brockovich,5.0,A Movie for Oscar Nomination,5.0,32100,Movies
4128,9425,M,Gladiator,4.0,"Friends, Romans &amp; Countrymen -- Lend Me Your Ears!",3.0,50600,Movies
4129,9425,M,Mission: Impossible II,4.0,Mission: Difficult?  2nd Door on the Left.  Impossible here.,3.0,52500,Movies
4131,9425,M,Patriot,4.0,&quot;Don't Tread on Me!&quot; or &quot;I Kick Your Dog!&quot;,3.0,62800,Movies
4133,9425,F,X-Men,4.0,What Did You Expect to Wear ... Yellow Spandex?,3.0,71500,Movies
4134,9425,F,Perfect Storm,4.0,Hell Hath Fury a Storm's Scorn!,4.0,71500,Movies
4362,4336,M,Blair Witch Project,4.0,"Oh no, not another one....",4.0,12500,Movies
4363,4336,M,The Sims 2: Open for Business for Windows,4.0,"Thats ok, I didn't need a real life...",5.0,21300,Games
4364,4336,M,NBC,5.0,"God, The Devil, and Bob",4.0,31500,Media
4365,4336,M,FOX,4.0,It all started on Saturday....,4.0,43000,Media
4366,4336,M,Gladiator,4.0,Let's Get Ready to RUMBLE!!!!,3.0,50600,Movies
4367,4336,M,Sixth Sense,5.0,Finally....,4.0,52000,Movies
4368,4336,M,X-Men,4.0,Diggs in its claws and pulls you in...,3.0,72200,Movies
4432,3683,F,How the Grinch Stole Christmas,4.0,"Adults avoid, but a must for children!",5.0,21102,Movies
4434,3683,F,Final Fantasy VIII for PlayStation 1,4.0,A massive and detailed Roleplaying game,3.0,31202,Games
4435,3683,F,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,A magical journey,5.0,40901,Books
4437,3683,M,Erin Brockovich,4.0,An excellent movie based on a true story.,5.0,42301,Movies
4440,3683,M,Blue Mountain Arts eCards,4.0,Wonderful Fun,3.0,42800,Online Stores & Services
4443,3683,F,eBay,2.0,I'll stay with traditional auction houses for now!,3.0,50500,Online Stores & Services
4445,3683,F,Shrek,4.0,A fun family movie,5.0,52101,Movies
4446,3683,F,Subway,2.0,Think I'll go to Blimpies instead...,3.0,60200,Restaurants & Gourmet
4450,3683,F,Cast Away,4.0,I had a HANKering to see this movie.,4.0,81301,Movies
4451,3683,F,American Beauty,5.0,A compelling tale of sexual obsession,5.0,91101,Movies
4452,3683,F,X-Men,3.0,"Excellent effects, poor plot",4.0,91201,Movies
4454,3683,F,Toy Story 2,5.0,A cute movie for Christmas,5.0,112800,Movies
4538,8498,M,Delta Air Lines,5.0,Delta:  great flights at an affordable price,6.0,11300,Hotels & Travel
4539,8498,F,Blue Mountain Arts eCards,5.0,Keep in touch and in style.,6.0,20700,Online Stores & Services
4541,8498,F,Erin Brockovich,5.0,I want to be Erin Brockovich!,4.0,42600,Movies
4542,8498,M,Gladiator,4.0,Maximus Action,4.0,50700,Movies
4543,8498,M,Olive Garden,5.0,Yum-nummmy-liscious,5.0,60400,Restaurants & Gourmet
4544,8498,M,Star Wars Episode I: The Phantom Menace,5.0,Why this movie never had a chance,5.0,60600,Movies
4545,8498,M,Perfect Storm,5.0,Try not to get seasick!,4.0,70200,Movies
4546,8498,M,X-Men,5.0,X-men for generation X,4.0,71700,Movies
4547,8498,F,NBC,5.0,A Passion for Passions,4.0,80800,Media
4632,5429,F,Toy Story 2,5.0,Yahoo Woody and Buzz!,5.0,10100,Movies
4633,5429,F,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,Magical Harry,5.0,10200,Books
4634,5429,M,Cast Away,5.0,Do Not Cast this Away,5.0,10201,Movies
4635,5429,F,StartSampling.Com,4.0,Joined because read about it here....,5.0,10500,Online Stores & Services
4638,5429,M,Blair Witch Project,5.0,The Psychology Behind Blair Witch Project,5.0,32500,Movies
4639,5429,M,Star Wars Episode I: The Phantom Menace,3.0,Phantom Plot?,4.0,41600,Movies
4640,5429,F,Wendy's,5.0,You Can Return Bad Sandwiches,4.0,50100,Restaurants & Gourmet
4642,5429,M,Galaxy Quest,5.0,Never Surrender...To Not Laughing Outloud!,4.0,50300,Movies
4644,5429,M,Being John Malkovich,5.0,Whose Portal Do You Live In?,4.0,52600,Movies
4645,5429,F,Sleepy Hollow,5.0,Burton's Tale of Sleepy Hollow,6.0,60200,Movies
4646,5429,M,The Sims 2: Open for Business for Windows,5.0,"Dream It, Live It, Build It.....",6.0,92203,Games
4647,5429,M,Sixth Sense,5.0,Watch Behind You...,6.0,111599,Movies
4649,5429,F,Patriot,5.0,What is Stronger?,4.0,120600,Movies
4650,5429,M,Unbreakable,5.0,Comic Theory,6.0,121200,Movies
4661,13179,F,Final Fantasy VIII for PlayStation 1,5.0,What a Game!!!,4.0,12800,Games
4662,13179,F,All Advantage,3.0,Not so good,3.0,12900,Online Stores & Services
4666,13179,F,eBay,5.0,"Things you'll never find, found here!",5.0,30300,Online Stores & Services
4667,13179,F,NetZero,5.0,Never pay a dime ISP,4.0,30300,Online Stores & Services
4718,14979,M,NetZero,4.0,The best I have found,4.0,80300,Online Stores & Services
4719,14979,F,Final Fantasy VIII for PlayStation 1,5.0,The Best I Have Seen,6.0,80300,Games
4720,14979,M,Mission: Impossible II,5.0,Nothing But Action,5.0,80800,Movies
4721,14979,F,Fight Club,4.0,"First rule of fight club, you dont talk about fight club!!",3.0,80900,Movies
4725,14979,M,X-Men,5.0,Alot Better Than I thought,4.0,112600,Movies
4726,14979,M,Olive Garden,5.0,Now This Is Italian!!!,5.0,122100,Restaurants & Gourmet
4738,7604,M,Matrix,5.0,Matrix is awesome!,6.0,10900,Movies
4739,7604,M,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,Wizardry and Witchcraft in One!,4.0,11000,Books
4740,7604,M,"South Park: Bigger, Longer & Uncut",5.0,Hilariously Satan!!!,4.0,11200,Movies
4741,7604,F,Austin Powers: The Spy Who Shagged Me,4.0,Yeah Baby Yeah!,5.0,11300,Movies
4742,7604,M,How the Grinch Stole Christmas,5.0,He's the Mean One ...Mr. Grinch!,5.0,112900,Movies
4743,7604,M,eBay,5.0,eBay Can't Be Outbid,6.0,113000,Online Stores & Services
4806,15393,M,American Pie,4.0,Warm Apple Pie Anyone?,5.0,11700,Movies
4807,15393,M,Cast Away,5.0,Another classic Hanks,5.0,11801,Movies
4808,15393,M,Las Vegas,3.0,"Las Vegas, not for the teens...",4.0,12000,Hotels & Travel
4809,15393,M,Erin Brockovich,5.0,Erin finally gets what she deserves,5.0,32000,Movies
4810,15393,M,Subway,3.0,Be careful which Subway you choose to go to,4.0,50301,Restaurants & Gourmet
4811,15393,F,Gladiator,4.0,The good guy wins again,5.0,52400,Movies
4814,15393,F,Shrek,4.0,True Loves First Kiss...,3.0,60301,Movies
4815,15393,M,McDonald's,2.0,Living up the advertisments..or lack there of,3.0,60600,Restaurants & Gourmet
4816,15393,F,"Simpsons, The",4.0,As Homer would say....&quot;Whoo-hoo!&quot;,4.0,60800,Kids & Family
4817,15393,M,Pearl Harbor,5.0,Pearl Harbor,6.0,71901,Movies
4818,15393,F,Scary Movie,2.0,All in fun...,3.0,72700,Movies
4820,15393,F,Olive Garden,4.0,Olive Garden of Delight,5.0,80800,Restaurants & Gourmet
4822,15393,F,Unbreakable,4.0,He's done it again...,3.0,112600,Movies
4847,11607,F,All Advantage,4.0,Money for Nothing!,3.0,90700,Online Stores & Services
4850,11607,M,Taco Bell,4.0,Run to The Bell,3.0,91700,Restaurants & Gourmet
4851,11607,M,Southwest Airlines,5.0,It doesm't get any better than this!,4.0,92500,Hotels & Travel
4852,11607,M,Las Vegas,4.0,Open 24 Hours!!!,3.0,110100,Hotels & Travel
4878,713,F,Dogma,4.0,Going to Hell?  You decide.,5.0,70700,Movies
4879,713,M,American Beauty,4.0,Too much hype,4.0,70800,Movies
4880,713,F,Talented Mr. Ripley,4.0,A provocative thriller,5.0,70900,Movies
4881,713,M,Outback Steakhouse,5.0,Awesome Every Time!,6.0,70900,Restaurants & Gourmet
4882,713,M,What Lies Beneath,4.0,On the edge of my seat,3.0,82600,Movies
4884,713,F,Erin Brockovich,4.0,A New Role for Julia,5.0,91300,Movies
4885,713,M,Green Mile,5.0,WOW.,6.0,91300,Movies
4938,2253,M,Taco Bell,5.0,Family meal deals at a good price?,6.0,12004,Restaurants & Gourmet
4940,2253,F,AOL (America Online),3.0,Easy for beginners,3.0,12600,Online Stores & Services
4942,2253,F,American Pie,5.0,God that beer tasted funny!,4.0,12700,Movies
4944,2253,M,NBC,5.0,My life,5.0,20300,Media
4945,2253,F,All Advantage,3.0,AllAdvantage isnt ALL its cracked up to be!,4.0,20500,Online Stores & Services
4946,2253,F,eBay,5.0,eBay.com is a great experience for anyone to try,5.0,30406,Online Stores & Services
4947,2253,F,Toy Story 2,5.0,Family night movie,5.0,113000,Movies
4948,2253,M,McDonald's,3.0,Turtle Service,3.0,120400,Restaurants & Gourmet
4990,6765,F,eBay,4.0,Looking for something?  Have you check ebay yet?,3.0,10501,Online Stores & Services
4992,6765,F,Blue's Clues,5.0,Blues and Steve,5.0,90800,Kids & Family
4995,6765,F,FreeRide.com,5.0,Free Ride your Way to Points,4.0,91600,Online Stores & Services
4996,6765,M,Taco Bell,5.0,The one and only fast food Mexican Restaurant,5.0,100300,Restaurants & Gourmet
4997,6765,F,Subway,4.0,Health Food for a Cheap Price!,5.0,100300,Restaurants & Gourmet
4998,6765,M,Toy Story 2,5.0,Toy Story 2...Maybe Better than Toy Story 1.,4.0,111900,Movies
5000,6765,M,How the Grinch Stole Christmas,5.0,Mr. Grinch You're a Mean One!,5.0,120100,Movies
5001,6765,F,Perfect Storm,5.0,Be Careful...You Never Know What the Sea Will Do!,5.0,120300,Movies
5024,14110,F,Dogma,5.0,"Fresh,Inventive and Funny",5.0,10100,Movies
5025,14110,M,Galaxy Quest,5.0,Finally Tim Allen makes a good movie,5.0,10800,Movies
5026,14110,M,"South Park: Bigger, Longer & Uncut",3.0,Funny in a shocking kind of way,4.0,10900,Movies
5027,14110,M,Being John Malkovich,5.0,The Most Original Idea to come out of Hollywood in some time,6.0,10900,Movies
5028,14110,F,"Simpsons, The",5.0,Just keeps getting better and better,6.0,11000,Kids & Family
5031,14110,M,American Pie,4.0,There's something about your first slice...,4.0,20200,Movies
5032,14110,M,Scream 3,3.0,An ok movie ending an ok series,4.0,20600,Movies
5034,14110,F,Patriot,4.0,An interesting thought-provoking action film,5.0,63000,Movies
5035,14110,F,Cast Away,4.0,An excellent film marred by an awkward ending,4.0,123100,Movies
5067,11874,M,Cast Away,4.0,Where's the middle?,5.0,10101,Movies
5068,11874,M,Being John Malkovich,2.0,What a bizarre movie!,3.0,11801,Movies
5070,11874,M,MyPoints.com,4.0,One of the oldest.. but not the best,5.0,52100,Online Stores & Services
5072,11874,F,eBay,5.0,Anything and Everything,5.0,70800,Online Stores & Services
5073,11874,M,Perfect Storm,4.0,Only a passable movie,5.0,70900,Movies
5074,11874,M,FreeRide.com,5.0,The Magic Bus is a Great Trip!,5.0,92500,Online Stores & Services
5075,11874,M,StartSampling.Com,3.0,Slow and Steady,4.0,121000,Online Stores & Services
5077,8727,M,Blair Witch Project,4.0,Scariest Movie I've seen in a Long time,5.0,12100,Movies
5078,8727,M,AOL (America Online),4.0,Things have changed,3.0,12200,Online Stores & Services
5080,8727,F,eBay,5.0,Ebay all the Way,6.0,12400,Online Stores & Services
5081,8727,M,Final Fantasy VIII for PlayStation 1,5.0,One of the best in the series,6.0,12400,Games
5082,8727,F,Delta Air Lines,4.0,Go Delta,3.0,12800,Hotels & Travel
5083,8727,F,NBC,5.0,I Love Rosie!,5.0,32400,Media
5084,8727,M,NBC,4.0,I'm Passionate About Passions,3.0,41600,Media
5085,8727,M,NBC,5.0,Will and Grace.  THE Comedy of the Season,4.0,102500,Media
5086,10762,M,American Beauty,4.0,"AMERICAN BEAUTY: Great Execution, Faulty Screenplay.",4.0,11400,Movies
5087,10762,M,Being John Malkovich,5.0,Get into BEING JOHN MALKOVICH!,5.0,11400,Movies
5088,10762,M,Talented Mr. Ripley,4.0,Is Mr Ripley talented enough?,4.0,12400,Movies
5089,10762,F,Erin Brockovich,5.0,ERIN BROCKOVICH: A Different Review.,5.0,31900,Movies
5090,10762,F,Pearl Harbor,4.0,Macresarf1 Has No Choice But to Order You to PEARL HARBOR.,3.0,62301,Movies
5091,10762,F,Gladiator,3.0,THE GLADIATOR May Be Too Up Close and Impersonal.,4.0,70400,Movies
5092,10762,M,Patriot,3.0,THE PATRIOT: No Nazis? Try the British!,4.0,70500,Movies
5093,10762,F,Perfect Storm,4.0,THE PERFECT STORM: The Fate of Modern Patriots.,5.0,70600,Movies
5105,4142,F,Matrix,5.0,(TSA) Far From Poor,4.0,40500,Movies
5106,4142,M,"Simpsons, The",5.0,Some Gooooood Eatin' I mean Watchin',4.0,42100,Kids & Family
5108,4142,M,Subway,5.0,Now that's a Sandwich... Jerk,5.0,50100,Restaurants & Gourmet
5109,4142,M,Taco Bell,5.0,"(TSA) Good Food, Bad Gas... Punk",5.0,50100,Restaurants & Gourmet
5110,4142,M,Gladiator,5.0,Kill Kill Kill...,4.0,50500,Movies
5111,4142,F,McDonald's,5.0,How not to get killed at McDonalds,4.0,50600,Restaurants & Gourmet
5150,59,M,AOL (America Online),3.0,Build a Better Access &amp; they will come,3.0,12100,Online Stores & Services
5151,59,M,Blue Mountain Arts eCards,4.0,Blue Mountain Rocks!,4.0,32703,Online Stores & Services
5152,59,M,All Advantage,2.0,All Too Slowww All The Time,3.0,40800,Online Stores & Services
5153,59,F,Olive Garden,5.0,Unlike any other garden you know...,4.0,52100,Restaurants & Gourmet
5154,59,M,Burger King,4.0,Value Meal Indeed!,4.0,52100,Restaurants & Gourmet
5155,59,M,Subway,4.0,"A little of this, a little of that....",4.0,52700,Restaurants & Gourmet
5159,59,F,PayPal,4.0,Pay or Buy by Web......,3.0,72900,Personal Finance
5258,11252,M,McDonald's,5.0,McDonald's,5.0,10507,Restaurants & Gourmet
5260,11252,M,Burger King,5.0,Burger King In Rhode Island,6.0,30907,Restaurants & Gourmet
5261,11252,M,The Sims 2: Open for Business for Windows,5.0,The Sims 2: Open for Business for Windows,4.0,71607,Games
5262,11252,F,MyPoints.com,5.0,It is a fun way to earn some gift cards,6.0,80210,Online Stores & Services
5263,11252,F,eBay,5.0,Ebay is #1,5.0,100205,Online Stores & Services
5427,889,F,"Simpsons, The",5.0,The greatest show to ever hit the air...no doubt about it,6.0,12400,Kids & Family
5429,889,M,All Advantage,5.0,"Wow, life doesn't get much better",5.0,12600,Online Stores & Services
5430,889,M,FreeRide.com,5.0,"This is awesome, I have earned so many things!",5.0,12700,Online Stores & Services
5431,889,F,AOL (America Online),5.0,Not that good at all,4.0,12700,Online Stores & Services
5434,889,F,New York City,5.0,New York is Great!,4.0,21100,Hotels & Travel
5455,12935,M,StartSampling.Com,2.0,Start....waiting for a sample to appear,3.0,12300,Online Stores & Services
